住所（スプレッドシート用）,Latitude,Longitude,世帯数
兵庫県神戸市灘区岸地通１丁目,34.7133348,135.2277256,149
兵庫県神戸市灘区岸地通２丁目,34.7125238,135.2253827,170
兵庫県神戸市灘区岸地通３丁目,34.7118387,135.2245042,118
兵庫県神戸市灘区岸地通４丁目,34.7112292,135.2228936,180
兵庫県神戸市灘区岸地通５丁目,34.7106196,135.221283,64
兵庫県神戸市灘区記田町１丁目,34.7148845,135.2486701,103
兵庫県神戸市灘区記田町２丁目,34.714129,135.2479376,197
兵庫県神戸市灘区記田町３丁目,34.7135145,135.2469122,269
兵庫県神戸市灘区記田町４丁目,34.7135248,135.2457402,145
兵庫県神戸市灘区記田町５丁目,34.7129103,135.2447148,263
兵庫県神戸市灘区楠丘町１丁目,34.7218475,135.2445683,234
兵庫県神戸市灘区楠丘町２丁目,34.7217158,135.242713,254
兵庫県神戸市灘区楠丘町３丁目,34.72131359999999,135.2422246,350
兵庫県神戸市灘区楠丘町４丁目,34.7207697,135.2410528,327
兵庫県神戸市灘区楠丘町５丁目,34.7204322,135.2400275,198
兵庫県神戸市灘区楠丘町６丁目,34.7202358,135.2387093,316
兵庫県神戸市灘区国玉通１丁目,34.7195398,135.2228936,67
兵庫県神戸市灘区国玉通２丁目,34.7187236,135.2211366,135
兵庫県神戸市灘区国玉通３丁目,34.7179075,135.2193797,108
兵庫県神戸市灘区国玉通４丁目,34.7174387,135.2174765,107
兵庫県神戸市灘区倉石通１丁目,34.714191,135.224797,121
兵庫県神戸市灘区倉石通２丁目,34.7136469,135.2236257,161
兵庫県神戸市灘区倉石通３丁目,34.7132389,135.2227472,180
兵庫県神戸市灘区倉石通４丁目,34.7128308,135.2218687,88
兵庫県神戸市灘区倉石通５丁目,34.7125588,135.221283,97
兵庫県神戸市灘区倉石通６丁目,34.7121508,135.2204045,28
兵庫県神戸市灘区高徳町１丁目,34.7201749,135.2457402,319
兵庫県神戸市灘区高徳町２丁目,34.7199131,135.2439824,24
兵庫県神戸市灘区高徳町３丁目,34.7199232,135.2428106,79
兵庫県神戸市灘区高徳町４丁目,34.7191677,135.2420782,154
兵庫県神戸市灘区高徳町５丁目,34.7185532,135.2410528,210
兵庫県神戸市灘区高徳町６丁目,34.7186338,135.2397346,160
兵庫県神戸市灘区五毛通１丁目,34.7209298,135.2223079,253
兵庫県神戸市灘区五毛通２丁目,34.7203955,135.2199653,119
兵庫県神戸市灘区五毛通３丁目,34.7195088,135.2183549,66
兵庫県神戸市灘区五毛通４丁目,34.7188287,135.2168909,60
兵庫県神戸市灘区桜ケ丘町,34.727973,135.2410528,782
兵庫県神戸市灘区桜口町１丁目,34.713757,135.242957,186
兵庫県神戸市灘区桜口町２丁目,34.7127522,135.2416233,311
兵庫県神戸市灘区桜口町３丁目,34.7130822,135.2409064,338
兵庫県神戸市灘区桜口町４丁目,34.7124677,135.239881,184
兵庫県神戸市灘区桜口町５丁目,34.7122714,135.2385628,234
兵庫県神戸市灘区鹿ノ下通１丁目,34.7094658,135.2346084,152
兵庫県神戸市灘区鹿ノ下通２丁目,34.709476,135.2334368,85
兵庫県神戸市灘区鹿ノ下通３丁目,34.708932,135.2322652,344
兵庫県神戸市灘区篠原字伯母野山,34.7326409,135.2276617,23
兵庫県神戸市灘区篠原字小屋場山,34.7311735,135.2228936,17
兵庫県神戸市灘区篠原伯母野山町１丁目,34.7268236,135.2296292,406
兵庫県神戸市灘区篠原伯母野山町２丁目,34.7269843,135.2269934,245
兵庫県神戸市灘区篠原伯母野山町３丁目,34.7303083,135.2269934,224
兵庫県神戸市灘区篠原北町１丁目,34.7229354,135.2308008,267
兵庫県神戸市灘区篠原北町２丁目,34.7230864,135.2293364,182
兵庫県神戸市灘区篠原北町３丁目,34.7235193,135.2272863,552
兵庫県神戸市灘区篠原北町４丁目,34.722995,135.2237721,434
兵庫県神戸市灘区篠原台,34.7312556,135.2296292,698
兵庫県神戸市灘区篠原中町１丁目,34.719188,135.2316794,223
兵庫県神戸市灘区篠原中町２丁目,34.718644,135.2305079,197
兵庫県神戸市灘区篠原中町３丁目,34.7197621,135.2293364,284
兵庫県神戸市灘区篠原中町４丁目,34.7175559,135.2281649,261
兵庫県神戸市灘区篠原中町５丁目,34.719228,135.2269934,333
